route,source,location,before,after,reason
"/dr14","dr14/index.html","visible-copy","Cofinanțare","Contribuție proprie","Lexic controlat P0.14"
"/verificare-eligibilitate-fonduri-europene","verificare-eligibilitate-fonduri-europene/index.html","json-ld:$.@graph[3].itemListElement[2].name","Verificare eligibilitate","Verificare inițială a eligibilității","Lexic controlat P0.14"
"/","index.html","positioning","Verificăm solicitantul, programul, punctajul, bugetul și documentele înainte de a începe dosarul. Concluzia poate fi: continuăm, ajustăm sau nu depunem acum.","Verificare prudentă, documentată și interdisciplinară — consultanță și proiectare — înainte de dosar. Verificăm solicitantul, programul, punctajul, bugetul și documentele înainte de a începe dosarul. Concluzia poate fi: continuăm, ajustăm sau nu depunem acum.","Poziționare centrală FABER"
"/","index.html","visible-copy","Verifică eligibilitatea proiectului","Cere o verificare inițială a proiectului","Lexic controlat P0.14"
"/dr12-afir","dr12-afir/index.html","visible-copy","Verifică eligibilitatea DR-12 Investiții în consolidarea exploatațiilor tinerilor fermieri instalați și a fermierilor cu vârsta de până la 45 de ani","Cere o verificare inițială DR-12 Investiții în consolidarea exploatațiilor tinerilor fermieri instalați și a fermierilor cu vârsta de până la 45 de ani","Lexic controlat P0.14"
"/dr14","dr14/index.html","visible-copy","Verifică eligibilitatea DR-14 Investiții în fermele de mici dimensiuni","Cere o verificare inițială DR-14 Investiții în fermele de mici dimensiuni","Lexic controlat P0.14"
"/digitalizare-imm","digitalizare-imm/index.html","visible-copy","Verifică eligibilitatea Digitalizarea IMM-urilor","Cere o verificare inițială Digitalizarea IMM-urilor","Lexic controlat P0.14"
"/","index.html","positioning","Analizăm proiectul înainte de pregătirea dosarului: forma solicitantului, activitatea sau exploatația, amplasamentul, investiția, bugetul și documentele. Stabilim ce program poate fi potrivit, ce condiții trebuie demonstrate și ce riscuri pot opri depunerea. Dacă proiectul continuă, corelăm cererea de finanțare cu anexele și documentația tehnică.","Verificare prudentă, documentată și interdisciplinară — consultanță și proiectare — înainte de dosar. Analizăm proiectul înainte de pregătirea dosarului: forma solicitantului, activitatea sau exploatația, amplasamentul, investiția, bugetul și documentele. Stabilim ce program poate fi potrivit, ce condiții trebuie demonstrate și ce riscuri pot opri depunerea. Dacă proiectul continuă, corelăm cererea de finanțare cu anexele și documentația tehnică.","Poziționare centrală FABER"
"/dr14","dr14/index.html","visible-copy","Concluzia se poate schimba după verificarea actelor solicitantului, evidențelor APIA/ANSVSA, documentelor amplasamentului, calculului SO, istoricului exploatației, ofertelor și sursei de cofinanțare. Documentele trebuie să susțină aceleași suprafețe, efective, activități și investiții folosite în cererea de finanțare. Pentru utilaje se verifică și proporționalitatea tehnică, iar pentru punctaj se păstrează documentele care probează fiecare criteriu selectat.","Concluzia se poate schimba după verificarea actelor solicitantului, evidențelor APIA/ANSVSA, documentelor amplasamentului, calculului SO, istoricului exploatației, ofertelor și sursei de contribuție proprie. Documentele trebuie să susțină aceleași suprafețe, efective, activități și investiții folosite în cererea de finanțare. Pentru utilaje se verifică și proporționalitatea tehnică, iar pentru punctaj se păstrează documentele care probează fiecare criteriu selectat.","Lexic controlat P0.14"
"/dr14","dr14/index.html","visible-copy","Un proiect cu un singur tractor poate fi eligibil dacă necesitatea, puterea, costul și legătura cu exploatația sunt documentate. Dovada sursei de cofinanțare se prezintă la etapa de contractare, în termenul cerut de AFIR.","Un proiect cu un singur tractor poate fi eligibil dacă necesitatea, puterea, costul și legătura cu exploatația sunt documentate. Dovada sursei de contribuție proprie se prezintă la etapa de contractare, în termenul cerut de AFIR.","Lexic controlat P0.14"
"/dr14","dr14/index.html","visible-copy","Când trebuie dovedită cofinanțarea?","Când trebuie dovedită contribuția proprie?","Lexic controlat P0.14"
"/dr14","dr14/index.html","visible-copy","Sursa cofinanțării se dovedește la contractare, în termenul și prin documentele solicitate de AFIR. La depunere, bugetul și declarațiile trebuie totuși să trateze realist partea proprie și costurile neeligibile.","Sursa contribuției proprii se dovedește la contractare, în termenul și prin documentele solicitate de AFIR. La depunere, bugetul și declarațiile trebuie totuși să trateze realist partea proprie și costurile neeligibile.","Lexic controlat P0.14"
"/dr14","dr14/index.html","visible-copy","Verifică eligibilitatea DR 14","Cere o verificare inițială DR 14","Lexic controlat P0.14"
"/dr14","dr14/index.html","json-ld:$.@graph[6].mainEntity[7].acceptedAnswer.text","Sursa cofinanțării se dovedește la contractare, în termenul și prin documentele solicitate de AFIR. La depunere, bugetul și declarațiile trebuie totuși să trateze realist partea proprie și costurile neeligibile.","Sursa contribuției proprii se dovedește la contractare, în termenul și prin documentele solicitate de AFIR. La depunere, bugetul și declarațiile trebuie totuși să trateze realist partea proprie și costurile neeligibile.","Lexic controlat P0.14"
"/dr14","dr14/index.html","json-ld:$.@graph[6].mainEntity[7].name","Când trebuie dovedită cofinanțarea?","Când trebuie dovedită contribuția proprie?","Lexic controlat P0.14"
"/dr12-afir","dr12-afir/index.html","visible-copy","Amplasament, lucrări sau dotări, buget și capacitatea de cofinanțare.","Amplasament, lucrări sau dotări, buget și capacitatea de contribuție proprie.","Lexic controlat P0.14"
